id,smiles,is_train
0,Cl.Cl.NCCCN1CCNC(=O)C1,1
1,COc1ccc(C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1OC,1
2,COC(=O)c1ccsc1N,1
3,CN(C)c1nc(Cl)c(CN)s1.Cl.Cl,1
4,Nc1cc(N2CCCC2)ccn1,1
5,Nc1cc(C(F)(F)F)cnc1Cl,1
6,Cl.NCCN1C(=O)c2ccccc2S1(=O)=O,1
7,O=C(O)C[C@@H](Cc1ccc(F)cc1)NC(=O)OCC1c2ccccc2-c2ccccc21,1
8,CC(CN)Sc1ccccc1,1
9,Cn1nccc1CN,1
10,Cc1ccc([N+](=O)[O-])c(N)n1,1
11,Cc1cnc(F)c(CN)c1,1
12,NCC1(O)CCSC1,1
13,Nc1cccc2c(=O)[nH][nH]c(=O)c12,1
14,NCC1(OCCO)CCC1,1
15,Br.Br.NCC1CCCN1c1cccnn1,1
16,Nc1cc(Cl)c([N+](=O)[O-])cn1,1
17,Nc1cnc(Cl)cn1,1
18,NCc1cccnc1,1
19,Cl.NCc1cnoc1C1CC1,1
20,CCOc1ccnc(N)c1,1
21,O=C(N[C@@H](Cc1ccc(Br)cc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
22,Cl.NCc1ccc(-c2c[nH]c(=O)[nH]c2=O)cc1,1
23,O=C(O)C1CCN(C(=O)OCC2c3ccccc3-c3ccccc32)C1,1
24,Cc1cc(C)c(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c1,1
25,Cl.NCCNC(N)=O,1
26,CC1(C)CC(CN)C(C)(C)O1,1
27,C#CC[C@@](C)(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1
28,O=C(O)CC1(NC(=O)OCC2c3ccccc3-c3ccccc32)CCCCC1,1
29,Cc1cccc2oc(CCN)nc12.Cl.Cl,1
30,Nc1nc(Cl)c2[nH]cnc2n1,1
31,CC(C)(C)OC(=O)CCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1
32,Cl.NCc1ccc(CN2C(=O)CNC2=O)cc1,1
33,NCCN1CC[C@@H](O)C1,1
34,N#Cc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c1,1
35,COC(CN)C1CCOC1,1
36,CC1CC(CN)C(C)O1,1
37,Cc1cc(C)c(CN)c(=O)[nH]1.Cl,1
38,Nc1cccc2ncccc12,1
39,Cl.NCCNC(=O)c1ccccc1F,1
40,NCCNC(=O)c1cccnc1,1
41,O=C(Nc1cccc(Br)c1C(=O)O)OCC1c2ccccc2-c2ccccc21,1
42,Cc1cc(C(=O)O)ccc1NC(=O)OCC1c2ccccc2-c2ccccc21,1
43,Cc1ccccc1-n1nc(C)c(CN)c1C.Cl.Cl,1
44,CC(O)(CN)c1ccsc1,1
45,O=C(O)[C@H]1C[C@H](O)CN1C(=O)OCC1c2ccccc2-c2ccccc21,1
46,COc1cc(F)ccc1N,1
47,Cl.NCCN1CCCS1(=O)=O,1
48,COC(C)(CCN)OC,1
49,COc1c(F)cc(N)cc1F,1
50,C#Cc1ccc(N)cc1,1
51,CN1CCN(Cc2ccccc2N)CC1,1
52,NCCC1CCOC1,1
53,Cl.NCc1ncon1,1
54,Cl.NCC1CC12CCOCC2,1
55,Cl.NCC1CC(=O)N(Cc2ccccc2)C1,1
56,Nc1ncc[nH]c1=O,1
57,O=C(O)C[C@@H](Cc1cccc(F)c1)NC(=O)OCC1c2ccccc2-c2ccccc21,1
58,CC(C)(C)c1nnc(CN)s1.Cl,1
59,C[C@@H](OCc1ccccc1)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1
60,CSC1(CN)CCOCC1.Cl,1
61,CCSC1CCC1(O)CN,1
62,Nc1nc(-c2ccc(F)cc2)cs1,1
63,CC1(C)CCOC1CCN,1
64,Nc1cc(Cl)ccn1,1
65,NCc1cn2cccc(F)c2n1,1
66,Cc1cc(CN)c(C)[nH]1,1
67,Cc1cc(CN)cc(Cl)n1.Cl.Cl,1
68,Cc1cscc1CN,1
69,Nc1cc(Br)ccc1CO,1
70,Cl.NC[C@@H]1CCO[C@@H]1c1nc(C2CC2)no1,1
71,Nc1ccc2c(c1)CC(=O)N2,1
72,Cc1ccc(C(=O)O)cc1NC(=O)OCC1c2ccccc2-c2ccccc21,1
73,CCOC(=O)c1cnn(C)c1N,1
74,Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,1
75,Cc1ccc(S(C)(=O)=O)cc1N,1
76,COC(=O)c1ccc(C(=O)O)c(NC(=O)OCC2c3ccccc3-c3ccccc32)c1,1
77,Nc1cc(F)c(F)c(F)c1,1
78,Nc1nc2c(s1)CCCC2,1
79,CCc1cccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c1C(=O)O,1
80,O=C(Nc1ccc(C(=O)O)c(C(=O)O)c1)OCC1c2ccccc2-c2ccccc21,1
81,COC(=O)c1cnccc1N,1
82,Cl.Cl.NCCn1cnc2ccsc2c1=O,1
83,NCC1(c2ccc3c(c2)OCO3)CCCCC1,1
84,Nc1cc(=O)[nH]c(=O)[nH]1,1
85,Cc1cc(N)n(-c2ccccc2)n1,1
86,Nc1noc2ccc(F)cc12,1
87,Cc1cc(N)ncc1Cl,1
88,N#Cc1ccnc(N)c1,1
89,NCCC1SCCS1,1
90,Nc1ccc(F)cn1,1
91,Cc1ccc(N)c(Cl)n1,1
92,Cl.NCC1CCOC2(CCOCC2)C1,1
93,COc1ccc2nc(N)sc2c1,1
94,Nc1cc(Cl)ncn1,1
95,Cl.NCc1cocn1,1
96,COc1cc(C(=O)O)c(NC(=O)OCC2c3ccccc3-c3ccccc32)cn1,1
97,O=C(O)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)c1cccc(Cl)c1,1
98,O=C(N[C@@H](Cc1ccc(C(F)(F)F)cc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
99,Nc1nc(Br)cn2ccnc12,1
100,CCCCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1
101,Cl.NCC1Cc2ccccc2C1,1
102,N#Cc1cc(F)ccc1N,1
103,Cc1ncccc1N,1
104,O=C(O)[C@H]1COCCN1C(=O)OCC1c2ccccc2-c2ccccc21,1
105,O=C(N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
106,Cc1cc([N+](=O)[O-])c(Cl)cc1N,1
107,Cc1sc(N)c(C#N)c1C,1
108,Nc1ccc(F)c([N+](=O)[O-])c1,1
109,Cl.Cl.NCc1cnsc1,1
110,O=C(O)C[C@@H](Cc1cccs1)NC(=O)OCC1c2ccccc2-c2ccccc21,1
111,Cl.NCCn1cnnn1,1
112,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,1
113,Cn1cc(C[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)c2ccccc21,1
114,CC1CN(S(=O)(=O)CCN)CC(C)O1,1
115,Nc1nc(-c2ccccc2Cl)cs1,1
116,Cc1cnc(CN)o1.Cl,1
117,Cl.NCc1ccsc1C(F)(F)F,1
118,Nc1cccc(-n2cncn2)c1,1
119,Cl.Cl.NCC1CCN(CC(F)F)CC1,1
120,CC(C)Cn1cnc2c(N)nc3ccccc3c21,1
121,CC1Cc2cc(CN)ccc2O1,1
122,CSCc1nnc(CN)[nH]1.Cl,1
123,Cc1nnc(N)s1,1
124,COc1nccc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21,1
125,Cn1cc(-c2ccccc2CN)cn1,1
126,Cl.Cl.Cn1cncc1CN,1
127,O=C(O)C[C@H]1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,1
128,CC1(CCCCN)OCCO1,1
129,CCC(CC)(CN)OC,1
130,NCc1cnc(-c2ccccc2)s1,1
131,CS(=O)CC(O)CN.Cl,1
132,NCC1(O)CC1,1
133,Cc1sc(C)c(CN)c1Br.Cl,1
134,Nc1nc2ccccc2[nH]1,1
135,CC(O)CCN,1
136,O=C(O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)c1ccc(F)cc1,1
137,COC(=O)c1ccc(N)cc1OC,1
138,O=C(Nc1cccc(Cl)c1C(=O)O)OCC1c2ccccc2-c2ccccc21,1
139,Cc1cc(N)cc(F)c1,1
140,NC/C=C/Br,1
141,Nc1cc(C2CC2)[nH]n1,1
142,Cl.NCc1ccc[nH]c1=O,1
143,O=C(Nc1cc(Br)c(Cl)cc1C(=O)O)OCC1c2ccccc2-c2ccccc21,1
144,COc1ncc(N)cn1,1
145,Cc1ccc(N)nn1,1
146,Cc1nnc(N)o1,1
147,N#CC1=C(N)CCC1,1
148,Cc1cc(Cl)cc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21,1
149,Nc1cc[nH]n1,1
150,O=C(O)[C@@H]1CCCCN1C(=O)OCC1c2ccccc2-c2ccccc21,1
151,CSc1nnc(CN)s1,1
152,NCc1cnc(N2CCOCC2)c(F)c1,1
153,Cc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c1,1
154,Cl.Cl.NCc1cn2cc(Br)ccc2n1,1
155,Nc1nccc(=O)[nH]1,1
156,Nc1nccc(-c2cccnc2)n1,1
157,CNC(=O)C(O)CN.Cl,1
158,O=C(O)C[C@@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)OCC1c2ccccc2-c2ccccc21,1
159,Cl.Cl.NCc1nccn1-c1ccccc1,1
160,O=C(NC1(C(=O)O)CCOCC1)OCC1c2ccccc2-c2ccccc21,1
161,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1
162,Cc1c([C@@H]2[C@@H](CN)CC(=O)N2C)cnn1C,1
163,COC(=O)c1c[nH]nc1N,1
164,O=C(Nc1cc(Br)cnc1C(=O)O)OCC1c2ccccc2-c2ccccc21,1
165,O=C(O)COc1cccc(-c2csc(NC(=O)OCC3c4ccccc4-c4ccccc43)n2)c1,1
166,CCn1nccc1CN,1
167,Cc1c(Br)ccc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21,1
168,O=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,1
169,NCC1CCN(c2ccncc2)CC1,1
170,NCCN1CC2CCC1C2,1
171,Cl.Cl.NCCN1CCS(=O)CC1,1
172,O=C(Nc1ccc(F)c(C(=O)O)c1F)OCC1c2ccccc2-c2ccccc21,1
173,O=C(Nc1nc2ncc(CNc3ccc(C(=O)O)cc3)nc2c(=O)[nH]1)OCC1c2ccccc2-c2ccccc21,1
174,Cl.Cl.NC[C@@H]1CCO[C@H]1c1cn[nH]c1,1
175,Nc1cc(=O)[nH]c(=S)[nH]1,1
176,Cc1cc2cc(CN)ccc2[nH]1,1
177,N#Cc1ccc(C[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1,1
178,COC(=O)c1cc(N)cs1,1
179,CC(C)(C#N)c1ccc(N)cc1,1
180,O=C(Nc1cc(Cl)ncc1C(=O)O)OCC1c2ccccc2-c2ccccc21,1
181,O=C(N[C@@H](Cc1csc2ccccc12)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
182,CC(C)(C)NS(=O)(=O)c1cccc(N)c1,1
183,COc1ccc([N+](=O)[O-])c(N)n1,1
184,O=C(O)C[C@@H](Cc1ccc(Cl)cc1Cl)NC(=O)OCC1c2ccccc2-c2ccccc21,1
185,COC(=O)c1cc(N)ccc1Cl,1
186,Nc1ccc(Cl)nc1,1
187,Cn1nccc1N,1
188,O=C(Nc1nc2cc(C(=O)O)ccc2[nH]1)OCC1c2ccccc2-c2ccccc21,1
189,Cc1ccc2cccc(N)c2n1,1
190,COc1cc(Br)ccc1N,1
191,Cn1nccc1CN1C[C@@H](F)C[C@H]1CN,1
192,NCC(c1cccs1)N1CCOCC1,1
193,Cl.Cl.NCc1cn[nH]c1,1
194,Cc1nccn1-c1ncccc1CN,1
195,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1
196,CN1CCN(Cc2cccc(N)c2)CC1,1
197,Cl.Cn1c(CN)n[nH]c1=O,1
198,N#Cc1cnc2c(C#N)cnn2c1N,1
199,Nc1cnc(Cl)cc1Cl,1
200,O=C(Nc1cccc(C(=O)O)c1)OCC1c2ccccc2-c2ccccc21,1
201,Nc1cccnc1[N+](=O)[O-],1
202,Nc1nc2cccc(Br)n2n1,1
203,O=C(O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)c1cccc(Cl)c1Cl,1
204,Nc1ccc2c(c1)CNC2=O,1
205,Cn1nnc(N)n1,1
206,Cn1ccc(N)n1,1
207,Nc1cc(Br)ccn1,1
208,NCc1cccc(C(F)(F)F)c1,1
209,CC(C)(C)OC(=O)N1Cc2c(N)n[nH]c2C1(C)C,1
210,Cl.NCCc1cc(Br)c(Br)s1,1
211,Cn1c(=O)cc(N)[nH]c1=O,1
212,Cc1ccc(C(=O)O)c(NC(=O)OCC2c3ccccc3-c3ccccc32)c1C,1
213,Cc1cnc(CCN)s1.Cl.Cl,1
214,O=C(N[C@H](Cc1cc(F)cc(F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
215,C#CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1
216,Cc1cc(N)cc(Cl)c1,1
217,Cl.NCc1csc(=O)[nH]1,1
218,O=C(N[C@@H](C/C=C/c1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
219,C=C1CCC(CN)CC1.Cl,1
220,Nc1ccc2cn[nH]c2c1,1
221,O=C(N[C@@H](Cc1ccccc1F)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
222,C=C(C)COCCN.Cl,1
223,NCCOc1cccnc1,1
224,Cc1cc(N)on1,1
225,CCSc1ccc(CN)cc1,1
226,O=C(N[C@@H](Cc1cscn1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
227,Cl.NCC=C(Cl)Cl,1
228,Cl.NCC1(F)CCOC1,1
229,Cl.N#Cc1ccc(CN)nc1,1
230,Cc1ccsc1CN,1
231,NCC1(Cc2ccccc2)CC1,1
232,NCC1CCC2CC2C1,1
233,C=CCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1
234,Nc1ccc(O)cc1C(F)(F)F,1
235,Cl.NCCn1cnc2sccc2c1=O,1
236,Nc1cc[nH]c(=O)n1,1
237,Cl.NCC(F)(F)C(N)=O,1
238,COC(=O)c1sc(C)cc1N,1
239,O=C(O)C[C@H](C/C=C/c1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21,1
240,Nc1ccc(F)c(Cl)c1F,1
241,CC(C)(CN)C(=O)N1CCCC1,1
242,Cc1cc(N)ccc1Cl,1
243,NCc1cccs1,1
244,Cl.NCC1CC(CC(N)=O)CO1,1
245,COc1cccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c1C(=O)O,1
246,COc1ccc2nnc(CN)n2n1,1
247,COCc1ccc(N)cc1,1
248,Nc1cc(F)c(F)cc1[N+](=O)[O-],1
249,O=C(N[C@@H](CCC1CCCCC1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
250,C=CCOC(C)CN,1
251,Nc1cc(Cl)cnc1Cl,1
252,Cc1ccnc(Cl)c1N,1
253,O=C(N[C@H](Cc1ccc(C(F)(F)F)cc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
254,Cc1nn(CCN)c(C)c1Cl,1
255,COc1cc2c(cc1CN)OCO2,1
256,CC(C)(C)c1cc(N)n[nH]1,1
257,Nc1ncnc(Cl)c1Cl,1
258,O=C(Nc1ccc(Br)c(C(=O)O)c1)OCC1c2ccccc2-c2ccccc21,1
259,O=C(O)C[C@@H]1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,1
260,Cl.Cl.NCCC(=O)Nc1ccncc1,1
261,Cc1cnc(O)c(N)c1,1
262,Cn1ccnc1N,1
263,CC(C)(C)OC(=O)N1C[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)[C@H](C(=O)O)C1,1
264,Nc1nc(NCc2ccc(F)cc2)ccc1[N+](=O)[O-],1
265,Cl.NCc1cc(C(F)(F)F)co1,1
266,COc1ccc(N)cc1[N+](=O)[O-],1
267,Nc1cccc2ocnc12,1
268,CCc1cc(N)n[nH]1,1
269,Cl.NCCNC(=O)c1ccn[nH]1,1
270,Nc1ccc2c(c1)CNCC2,1
271,O=C(N[C@@H](Cc1cccnc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
272,O=C(O)C1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,1
273,Cc1ccc(CN)c(Cl)n1,1
274,Cc1nn(C)c2ncc(CN)cc12.Cl,1
275,Nc1ncco1,1
276,CN1CC2(CCC1CN)CC2.Cl.Cl,1
277,CC1(C)CC(CCN)C(=O)N1.Cl,1
278,CCn1cc(N)c(C)n1,1
279,CS(=O)(=O)c1ccc(N)cc1,1
280,CCC1=NN(Cc2ccccc2C)C(=O)C1CCN,1
281,NCCc1ccc(N2CCOCC2)c(F)c1,1
282,CC(CN)S(=O)(=O)N1CCN(c2ccccc2)CC1.Cl.Cl,1
283,Cl.NCCCNC(=O)c1ccc(F)cc1,1
284,Cc1cc(=O)oc2cc(N)ccc12,1
285,COC(=O)c1cc(N)cc(F)c1,1
286,Cc1cc(C#N)c(N)s1,1
287,NCC1(c2ccc(Cl)cc2Cl)CCCC1,1
288,Cl.NCCS(=O)(=O)c1ccc(Cl)cc1,1
289,NCc1cn(C(F)F)c2ccccc12,1
290,NCC1CCCCC(F)(F)C1,1
291,Nc1ccc(Cl)cc1F,1
292,Br.NCc1cccc(Br)n1,1
293,C=CCNC(=O)CN.Cl,1
294,Cl.NCCCCF,1
295,Cl.Cl.NCCc1nnc2c(=O)[nH]ccn12,1
296,COc1cc(N)ccn1,1
297,CC(CN)c1nccs1,1
298,NCC1CS(=O)(=O)c2ccccc21,1
299,C=CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1
300,COc1ccc(CN)cc1C#N.Cl,1
301,Nc1cc(Cl)nc(Cl)n1,1
302,O=C(N[C@@H](CC1CC1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
303,NCc1cnc(-c2ccccc2)o1,1
304,Cc1cc(F)ccc1N,1
305,COC1(CN)CCOC1.Cl,1
306,Cc1cnc(Cl)cc1N,1
307,Nc1ccc(CC2COC(=O)N2)cc1,1
308,COc1ccc(N)cn1,1
309,COC(=O)c1nccnc1N,1
310,Nc1ccncc1Cl,1
311,NCc1noc2c1COCC2,1
312,NCCN1CCCOCC1,1
313,O=C(O)[C@@H]1CSCN1C(=O)OCC1c2ccccc2-c2ccccc21,1
314,Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
315,N#Cc1ccc(N)c([N+](=O)[O-])c1,1
316,Cc1cccc(CCCN)n1,1
317,CCOC(CN)CN(C)C,1
318,Cl.NCc1cc(F)c(Cl)cc1F,1
319,Cn1cc(C(F)F)c(CN)n1,1
320,NCC1(CO)CC2C=CC1C2,1
321,Cc1ccc(C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1,1
322,N#Cc1ccc2nc(N)sc2c1,1
323,Nc1n[nH]c2cc(Cl)ccc12,1
324,O=C(N[C@@H](Cc1ccco1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
325,Cc1ccc(CN)n1C,1
326,Cl.NCCC[C@@H]1NC(=O)NC1=O,1
327,Cl.NCCC1CCCC1(F)F,1
328,Cl.Nc1cc(O)ccn1,1
329,COC(=O)c1sccc1N,1
330,NCCN1CCC2(C1)OCCO2,1
331,CCOc1cc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(Cl)cc1C(=O)O,1
332,Cl.NCC1(OCCO)CCS(=O)(=O)C1,1
333,CCN(CCCN)S(C)(=O)=O,1
334,COC1(OC)CC(CN)C1,1
335,Nc1nc[nH]n1,1
336,O=C(Nc1c(Br)cccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,1
337,COc1ccc(C(=O)O)c(NC(=O)OCC2c3ccccc3-c3ccccc32)c1,1
338,Cc1ccc(-c2cc(C(F)(F)F)nc(OCCN)n2)cc1,1
339,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,1
340,O=C(Nc1ccc(C(=O)O)c(F)c1)OCC1c2ccccc2-c2ccccc21,1
341,Cn1cc(N)cn1,1
342,Nc1n[nH]c2c(F)c(F)ccc12,1
343,O=C(N[C@H](C(=O)O)C1CCCC1)OCC1c2ccccc2-c2ccccc21,1
344,Cl.NCC1CCN(c2ccc(Br)cc2)C1,1
345,Cl.Cl.NCc1cc(=O)nc[nH]1,1
346,O=C(O)C[C@H](Cc1cccs1)NC(=O)OCC1c2ccccc2-c2ccccc21,1
347,Cl.NCCNC(=O)c1ccc(Cl)cc1,1
348,O=C(Nc1nc2ccc(C(=O)O)cc2s1)OCC1c2ccccc2-c2ccccc21,1
349,Cl.NCc1cc(Br)no1,1
350,O=C(Nc1ccc(C(=O)O)c(Cl)c1)OCC1c2ccccc2-c2ccccc21,1
351,C=C(C)C(=O)NCCN.Cl,1
352,NCc1cccnc1N1CCC(C(N)=O)CC1,1
353,Nc1nnn[nH]1,1
354,O=C(N[C@H](Cc1ccc(I)cc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
355,CCOC(=O)c1cccnc1N,1
356,[N-]=[N+]=NCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1
357,O=C(Nc1ncc(Br)nc1C(=O)O)OCC1c2ccccc2-c2ccccc21,1
358,Nc1nc(Cl)ccc1Cl,1
359,O=C(Nc1c(F)ccc(Br)c1C(=O)O)OCC1c2ccccc2-c2ccccc21,1
360,COc1ccc(O)c(N)c1,1
361,NCc1ccc(CN2CCCC2=O)cc1,1
362,Cl.Cl.NCC(=O)NCCN1CCOCC1,1
363,NCc1cccc2c1OCO2,1
364,O=C(Nc1nc(C(F)(F)F)c(C(=O)O)s1)OCC1c2ccccc2-c2ccccc21,1
365,Nc1ccc(N2CCOCC2)cc1,1
366,O=C(N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
367,Cl.NCC1C=CCC1,1
368,O=C(N[C@H](Cc1ccc(F)c(F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
369,Cc1cc(N)nn1C,1
370,Nc1ccc(OC(F)(F)F)c(Cl)c1,1
371,CS(=O)(=O)c1ccc(N)cc1F,1
372,CC(CN)S(C)=O,1
373,Cl.Cl.NCC1CCNC(=O)C1,1
374,Nc1n[nH]c2cc(F)ccc12,1
375,O=C(Nc1cc(F)c(F)cc1C(=O)O)OCC1c2ccccc2-c2ccccc21,1
376,CC(C)(C)c1ccc(O)c(N)c1,1
377,Cc1cnc(CN)s1,1
378,CCOC(=O)c1cncnc1N,1
379,Cl.NCCc1c[nH]c2cc(Cl)ccc12,1
380,Cl.Cn1cc(N)ccc1=O,1
381,Cl.Cl.NCc1ccc2ccccc2n1,1
382,Nc1cccc(OC(F)F)c1,1
383,O=C(N[C@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,1
384,O=C(O)C[C@H](Cc1ccc(Br)cc1)NC(=O)OCC1c2ccccc2-c2ccccc21,1
385,Cc1ccc(C#N)cc1N,1
386,NCc1cnns1,1
387,Cc1[nH][nH]c(=O)c1CCN,1
388,Cc1ncc(N)cc1Br,1
389,Cl.Nc1ncns1,1
390,CC(C)(C)OCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1
391,Cl.N#CC1(NC(=O)CN)CC1,1
392,O=C(NC1(C(=O)O)CCC1)OCC1c2ccccc2-c2ccccc21,1
393,Cl.NCC12CC3CC(CC(C3)C1)C2,1
394,NCc1ccc(NC(=O)c2ccco2)cc1,1
395,NCc1cc(-c2ccccc2)[nH]n1,1
396,Cl.NCCS(=O)(=O)C1CCOCC1,1
397,Cl.NCc1cnc(Cl)s1,1
398,Cl.Cl.NCC#Cc1cccnc1,1
399,Nc1ccc(N2CCOCC2)c(F)c1,1
400,NCC1(O)CCCC1,1
401,NCC1(C2CC2)CCCO1,1
402,Cc1cc(CN)c(C)o1,1
403,Nc1nc2nc[nH]c2c(=O)[nH]1,1
404,Nc1ccc2c(c1)COC2=O,1
405,COC(=O)c1c[nH]c(C(=O)OC)c1N,1
406,Cc1nc(CN)sc1C,1
407,O=C(Nc1ccc(Cl)c(C(=O)O)c1)OCC1c2ccccc2-c2ccccc21,1
408,Cl.NCC(F)(F)CC1CC1,1
409,COC(=O)c1cnc(N)cn1,1
410,N#Cc1cccc(C[C@H](CC(=O)O)NC(=O)OCC2c3ccccc3-c3ccccc32)c1,1
411,Cl.Cl.NCC(O)c1ccncc1,1
412,Cl.NCc1noc2ccc(F)cc12,1
413,O=C(O)[C@H]1Cc2ccccc2CN1C(=O)OCC1c2ccccc2-c2ccccc21,1
414,Cc1cc(N)ccc1F,1
415,COc1cc(F)c(Cl)cc1N,1
416,O=C(O)COC[C@H]1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,1
417,CN1CCN(c2ccc(N)cc2F)CC1,1
418,Nc1ccc2c(c1)C(O)CCC2,1
419,O=C(O)[C@@H]1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,1
420,CN(C)C1(CN)CCSC1,1
421,CCOC(=O)c1cnc(N)[nH]1,1
422,COc1ccccc1OCCCCN,1
423,C[C@@]1(C(=O)O)CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,1
424,Nc1nc(=O)[nH]cc1Br,1
425,Nc1ccc(Cl)c(F)c1,1
426,N#Cc1cc(N)ccc1Cl,1
427,CC(C)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1
428,Nc1cc(Cl)c(F)c(Cl)c1,1
429,CCOC(=O)c1coc(N)n1,1
430,O=C(O)CNC(=O)OCC1c2ccccc2-c2ccccc21,1
431,O=C(N[C@H](C(=O)O)c1ccsc1)OCC1c2ccccc2-c2ccccc21,1
432,NCC(O)c1ccc(Cl)s1.O=C(O)C(F)(F)F,1
